0.5488281250,0.2519531250,0.1777343750,0.8574218750
0.5839843750,0.8808593750,0.7285156250,0.4160156250
0.0605468750,0.1308593750,0.2285156250,0.2363281250
0.1816406250,0.7949218750,0.5996093750,0.5410156250
0.9472656250,0.5097656250,0.5644531250,0.0488281250
0.8066406250,0.2753906250,0.2988281250,0.1035156250
0.6152343750,0.4941406250,0.1542968750,0.2597656250
0.7675781250,0.2402343750,0.9902343750,0.9511718750
0.4394531250,0.5019531250,0.6542968750,0.1855468750
0.6191406250,0.4433593750,0.4980468750,0.5136718750
0.1347656250,0.0605468750,0.1933593750,0.1816406250
0.3222656250,0.8105468750,0.3300781250,0.6582031250
0.0566406250,0.4121093750,0.7753906250,0.6386718750
0.8261718750,0.1386718750,0.0917968750,0.9355468750
0.4550781250,0.2089843750,0.1503906250,0.0214843750
0.8535156250,0.7167968750,0.9707031250,0.0449218750
0.7167968750,0.1230468750,0.5371093750,0.0761718750
0.3613281250,0.5839843750,0.9394531250,0.9316406250
0.7207031250,0.9160156250,0.5019531250,0.1191406250
0.8457031250,0.4472656250,0.8769531250,0.3652343750
0.0058593750,0.2558593750,0.1113281250,0.8222656250
0.4160156250,0.9746093750,0.5878906250,0.3300781250
0.0449218750,0.5214843750,0.3964843750,0.3457031250
0.8652343750,0.9707031250,0.3496093750,0.9824218750
0.2597656250,0.5996093750,0.3378906250,0.2675781250
0.7441406250,0.5917968750,0.4199218750,0.5917968750
0.3730468750,0.3769531250,0.6777343750,0.4746093750
0.7246093750,0.4707031250,0.8730468750,0.4433593750
0.5957031250,0.6777343750,0.3417968750,0.0058593750
0.5761718750,0.9941406250,0.9746093750,0.2988281250
0.7714843750,0.9277343750,0.3066406250,0.2324218750
0.1386718750,0.5605468750,0.4746093750,0.4472656250
0.1269531250,0.6269531250,0.6503906250,0.1386718750
0.3105468750,0.2480468750,0.7011718750,0.2871093750
0.2988281250,0.6347656250,0.5957031250,0.3378906250
0.1855468750,0.7558593750,0.8339843750,0.6621093750
0.1503906250,0.4980468750,0.0097656250,0.7363281250
0.3652343750,0.5566406250,0.8417968750,0.3769531250
0.8222656250,0.8925781250,0.1308593750,0.9980468750
0.0957031250,0.9863281250,0.9628906250,0.8613281250
0.6230468750,0.5332031250,0.4707031250,0.7753906250
0.6933593750,0.6035156250,0.3144531250,0.7519531250
0.9707031250,0.8496093750,0.1035156250,0.2792968750
0.8964843750,0.9355468750,0.7988281250,0.6347656250
0.4433593750,0.0566406250,0.5683593750,0.9199218750
0.4589843750,0.8691406250,0.8027343750,0.4785156250
0.5527343750,0.3613281250,0.8105468750,0.5214843750
0.5722656250,0.5410156250,0.6074218750,0.2167968750
0.5058593750,0.6503906250,0.6933593750,0.8496093750
0.0175781250,0.8027343750,0.9160156250,0.7792968750
0.1777343750,0.2167968750,0.2441406250,0.5175781250
0.7753906250,0.9550781250,0.3808593750,0.0097656250
0.7011718750,0.6113281250,0.7324218750,0.8652343750
0.2792968750,0.0800781250,0.8300781250,0.3691406250
0.4902343750,0.3964843750,0.1660156250,0.1347656250
0.7089843750,0.7128906250,0.1152343750,0.3144531250
0.6347656250,0.4042968750,0.0839843750,0.0605468750
0.8105468750,0.1582031250,0.0527343750,0.0136718750
0.6542968750,0.4277343750,0.0449218750,0.8144531250
0.3027343750,0.2792968750,0.6621093750,0.7246093750
0.7988281250,0.5957031250,0.8496093750,0.5957031250
0.0019531250,0.8730468750,0.3847656250,0.2441406250
0.7519531250,0.7519531250,0.1972656250,0.9667968750
0.5292968750,0.7363281250,0.8691406250,0.2402343750
0.2480468750,0.7910156250,0.1269531250,0.7597656250
0.9628906250,0.5683593750,0.0996093750,0.8925781250
0.7285156250,0.9980468750,0.7792968750,0.7050781250
0.8808593750,0.3183593750,0.2324218750,0.6542968750
0.3535156250,0.0097656250,0.8183593750,0.1699218750
0.1464843750,0.5253906250,0.4902343750,0.0253906250
0.3300781250,0.7753906250,0.7089843750,0.7285156250
0.9121093750,0.3925781250,0.6972656250,0.3964843750
0.2714843750,0.8300781250,0.4550781250,0.2207031250
0.5644531250,0.6816406250,0.5839843750,0.0878906250
0.6972656250,0.3027343750,0.1816406250,0.8808593750
0.8027343750,0.7089843750,0.3925781250,0.1152343750
0.4941406250,0.2988281250,0.7167968750,0.0996093750
0.5917968750,0.5371093750,0.2753906250,0.3222656250
0.0527343750,0.5488281250,0.1191406250,0.0800781250
0.5996093750,0.5058593750,0.6660156250,0.3535156250
0.1972656250,0.7480468750,0.0566406250,0.8886718750
0.2050781250,0.4550781250,0.3183593750,0.7558593750
0.2363281250,0.9472656250,0.0957031250,0.0566406250
0.0136718750,0.4160156250,0.8222656250,0.9003906250
0.3457031250,0.8535156250,0.9941406250,0.7871093750
0.9160156250,0.3144531250,0.3027343750,0.5449218750
0.8691406250,0.7792968750,0.0253906250,0.7949218750
0.9316406250,0.5722656250,0.1582031250,0.2246093750
0.2636718750,0.4003906250,0.5097656250,0.8378906250
0.9199218750,0.1816406250,0.3535156250,0.7324218750
0.4238281250,0.6386718750,0.8457031250,0.8457031250
0.4199218750,0.0683593750,0.0058593750,0.1425781250
0.0644531250,0.9316406250,0.2050781250,0.3339843750
0.1699218750,0.2363281250,0.4628906250,0.2558593750
0.9863281250,0.3300781250,0.1855468750,0.3105468750
0.3417968750,0.8652343750,0.0136718750,0.0683593750
0.2324218750,0.0371093750,0.2089843750,0.3027343750
0.4980468750,0.8847656250,0.5527343750,0.4277343750
0.4121093750,0.9238281250,0.1894531250,0.5292968750
0.4003906250,0.6855468750,0.4082031250,0.9589843750
0.6699218750,0.1738281250,0.8964843750,0.7910156250
0.9082031250,0.1777343750,0.9433593750,0.9042968750
0.9277343750,0.1972656250,0.3886718750,0.4667968750
0.2910156250,0.6660156250,0.6152343750,0.7441406250
0.7871093750,0.7675781250,0.4003906250,0.2089843750
0.9394531250,0.2597656250,0.7910156250,0.5644531250
0.4863281250,0.0722656250,0.9980468750,0.3066406250
0.4511718750,0.0292968750,0.9550781250,0.4980468750
0.1621093750,0.5292968750,0.8378906250,0.9082031250
0.3964843750,0.7832031250,0.7636718750,0.8769531250
0.3339843750,0.8457031250,0.0332031250,0.9160156250
0.3261718750,0.8613281250,0.7597656250,0.6113281250
0.4355468750,0.5136718750,0.0878906250,0.4355468750
0.5253906250,0.1933593750,0.4355468750,0.9277343750
0.1191406250,0.0175781250,0.5449218750,0.1308593750
0.9433593750,0.2832031250,0.4394531250,0.2011718750
0.1035156250,0.4355468750,0.6113281250,0.6308593750
0.2402343750,0.9199218750,0.5488281250,0.5996093750
0.4785156250,0.5527343750,0.6894531250,0.0292968750
0.8730468750,0.6933593750,0.0175781250,0.9238281250
0.0292968750,0.1621093750,0.5566406250,0.7207031250
0.6738281250,0.1425781250,0.4121093750,0.1972656250
0.6269531250,0.4394531250,0.3730468750,0.9902343750
0.0683593750,0.7011718750,0.7519531250,0.1621093750
0.9667968750,0.3261718750,0.9042968750,0.9394531250
0.3496093750,0.3574218750,0.7480468750,0.2285156250
0.5019531250,0.8183593750,0.6855468750,0.6503906250
0.9042968750,0.1660156250,0.5175781250,0.8183593750
0.0878906250,0.8417968750,0.3652343750,0.8417968750
0.9746093750,0.4238281250,0.5800781250,0.9472656250
0.5800781250,0.0839843750,0.3105468750,0.0019531250
0.8496093750,0.8222656250,0.5605468750,0.2832031250
0.2675781250,0.3417968750,0.8847656250,0.6464843750
0.7597656250,0.0878906250,0.4863281250,0.4042968750
0.5605468750,0.0332031250,0.9824218750,0.8847656250
0.0722656250,0.9824218750,0.3339843750,0.9121093750
0.3886718750,0.3730468750,0.2597656250,0.5722656250
0.2519531250,0.5175781250,0.4238281250,0.5371093750
0.4082031250,0.6152343750,0.1230468750,0.3925781250
0.4667968750,0.2714843750,0.9121093750,0.1503906250
0.1113281250,0.0996093750,0.1425781250,0.4628906250
0.8613281250,0.7988281250,0.4667968750,0.2519531250
0.0488281250,0.6464843750,0.2519531250,0.1269531250
0.6777343750,0.3808593750,0.9667968750,0.2480468750
0.0410156250,0.3222656250,0.4785156250,0.3261718750
0.2128906250,0.6582031250,0.9082031250,0.8691406250
0.4707031250,0.8144531250,0.0761718750,0.5058593750
0.4042968750,0.4863281250,0.2402343750,0.7480468750
0.4824218750,0.8378906250,0.9472656250,0.4589843750
0.3066406250,0.8769531250,0.5253906250,0.2050781250
0.5683593750,0.8339843750,0.5410156250,0.7128906250
0.7910156250,0.7636718750,0.9355468750,0.2753906250
0.8847656250,0.7324218750,0.4316406250,0.5488281250
0.8925781250,0.4589843750,0.4433593750,0.0839843750
0.2558593750,0.2675781250,0.8886718750,0.9746093750
0.7363281250,0.9628906250,0.4511718750,0.9550781250
0.3574218750,0.1152343750,0.2792968750,0.9941406250
0.8300781250,0.9667968750,0.7441406250,0.5332031250
0.3847656250,0.2246093750,0.8652343750,0.7988281250
0.8417968750,0.9003906250,0.6191406250,0.6074218750
0.1660156250,0.2871093750,0.3261718750,0.6933593750
0.9238281250,0.1855468750,0.5058593750,0.9785156250
0.6660156250,0.0957031250,0.4824218750,0.8300781250
0.4277343750,0.9042968750,0.1621093750,0.0410156250
0.6035156250,0.3339843750,0.9589843750,0.4003906250
0.7480468750,0.2207031250,0.9277343750,0.3417968750
0.8886718750,0.0527343750,0.6425781250,0.4707031250
0.6894531250,0.4316406250,0.6464843750,0.8964843750
0.2871093750,0.1074218750,0.2363281250,0.7011718750
0.0253906250,0.0761718750,0.8144531250,0.2910156250
0.6464843750,0.0488281250,0.3769531250,0.5839843750
0.3144531250,0.9511718750,0.2675781250,0.0175781250
0.2832031250,0.5761718750,0.5136718750,0.0332031250
0.3925781250,0.3457031250,0.6308593750,0.5527343750
0.6816406250,0.2910156250,0.0214843750,0.1660156250
0.9003906250,0.3378906250,0.0410156250,0.5878906250
0.0214843750,0.2285156250,0.3574218750,0.6191406250
0.7558593750,0.9082031250,0.2207031250,0.1464843750
0.0917968750,0.4746093750,0.7558593750,0.6660156250
0.0800781250,0.0644531250,0.2871093750,0.3496093750
0.4746093750,0.0019531250,0.7402343750,0.8535156250
0.4316406250,0.6894531250,0.4277343750,0.1894531250
0.7324218750,0.5800781250,0.4042968750,0.6777343750
0.1542968750,0.1464843750,0.2128906250,0.6230468750
0.5332031250,0.9433593750,0.6347656250,0.4238281250
0.1894531250,0.7441406250,0.4160156250,0.2949218750
0.7792968750,0.6425781250,0.0683593750,0.1582031250
0.7636718750,0.7597656250,0.6386718750,0.5800781250
0.2246093750,0.6074218750,0.7949218750,0.7402343750
0.6113281250,0.6621093750,0.7246093750,0.4902343750
0.4472656250,0.9785156250,0.6738281250,0.1933593750
0.7832031250,0.0253906250,0.0488281250,0.9707031250
0.1425781250,0.7246093750,0.0019531250,0.4550781250
0.5566406250,0.3105468750,0.5761718750,0.5253906250
0.4628906250,0.3535156250,0.0371093750,0.5019531250
0.8339843750,0.4824218750,0.3613281250,0.5761718750
0.0996093750,0.0449218750,0.1386718750,0.6152343750
0.9980468750,0.3847656250,0.6582031250,0.1113281250
0.9941406250,0.0410156250,0.8613281250,0.9628906250
0.1582031250,0.1699218750,0.8066406250,0.7714843750
0.3808593750,0.5878906250,0.6816406250,0.3730468750
0.9589843750,0.8261718750,0.2246093750,0.9433593750
0.2167968750,0.1191406250,0.9511718750,0.7167968750
0.6582031250,0.6308593750,0.2949218750,0.6269531250
0.6074218750,0.9589843750,0.9238281250,0.7675781250
0.7128906250,0.0214843750,0.2714843750,0.6035156250
0.1074218750,0.8574218750,0.0292968750,0.9863281250
0.5410156250,0.2441406250,0.8535156250,0.6738281250
0.1230468750,0.0917968750,0.6035156250,0.3574218750
0.3691406250,0.4628906250,0.6699218750,0.6816406250
0.7402343750,0.9394531250,0.5332031250,0.8339843750
0.5371093750,0.6230468750,0.7128906250,0.6699218750
0.0332031250,0.4511718750,0.0644531250,0.1738281250
0.8183593750,0.2128906250,0.4589843750,0.6855468750
0.6386718750,0.6738281250,0.2832031250,0.7089843750
0.9355468750,0.3652343750,0.7675781250,0.4082031250
0.1152343750,0.3066406250,0.7363281250,0.7832031250
0.6621093750,0.1113281250,0.9199218750,0.2714843750
0.5136718750,0.4082031250,0.8925781250,0.3613281250
0.2285156250,0.1035156250,0.5722656250,0.8027343750
0.3378906250,0.7285156250,0.9863281250,0.4199218750
